,Unnamed: 0,has_latitude,has_longitude,opening_hours,facility_type,architecturalBarriers,name,sport,has_capacity,menu,hiking,has_osmID,has_contactPoint
757,757,46.09214782714844,11.160600662231444,,information,ab_28474,,,,,yes,1763371275,cp_2365383070
758,758,46.09409332275391,11.14619255065918,,information,ab_93584,,,,,yes,1763371323,cp_9579748003
759,759,46.095062255859375,11.154254913330078,,information,ab_19949,,,,,yes,1763371344,cp_6004094186
760,760,46.09830856323242,11.136334419250488,,viewpoint,ab_48595,,,,,,1763371379,cp_1672144446
761,761,46.09820938110352,11.143282890319824,,viewpoint,ab_50087,,,,,,1767557245,cp_6679481453
762,762,46.089134216308594,11.116432189941406,,cafe,ab_81711,,,,,,1773068160,cp_8100388986
763,763,46.098331451416016,11.109942436218262,,restaurant,ab_73648,'Canova',,,pizza;regional,,1773866574,cp_9123039433
764,764,46.04508590698242,11.065899848937988,,restaurant,ab_57285,'Baita Montesel',,,,,1777801949,cp_4297481324
765,765,46.07977294921875,11.12283706665039,,parking,ab_73768,,,,,,1784871131,cp_2836222311
766,766,46.07996368408203,11.122237205505373,,parking,ab_59044,,,,,,1784871132,cp_5364961361
767,767,46.07752990722656,11.136663436889648,,playground,ab_27201,,,,,,1807792259,cp_1948408797
768,768,46.07829666137695,11.13415241241455,,playground,ab_50045,,,,,,1807792490,cp_1794667735
769,769,46.02769470214844,11.045272827148438,,information,ab_90907,,,,,yes,1825508113,cp_7639281255
770,770,46.09028244018555,11.113325119018556,,parking,ab_84450,,,,,,1827991024,cp_4428221605
771,771,46.09035873413086,11.113638877868652,,parking,ab_58330,,,,,,1827991026,cp_8376821842
772,772,46.09049224853516,11.112902641296388,,parking,ab_3917,,,,,,1827991028,cp_6563001653
773,773,46.09073638916016,11.112750053405762,,parking,ab_65457,,,,,,1827991030,cp_7077660455
774,774,46.0723762512207,11.125173568725586,Mo-Su 17:00-22:00,cafe,ab_43772,'El Barrio',,," vegetarian, vegan",,1833230969,cp_4537169576
775,775,46.040157318115234,11.058238983154297,,cafe,ab_20523,'Bar allo Sciatore',,,,,1833250928,cp_2458950728
776,776,46.03424453735352,11.050982475280762,,viewpoint,ab_84285,,,,,,1833250950,cp_7792082083
777,777,46.03927230834961,11.057957649230955,,cafe,ab_28556,,,,,,1833250953,cp_1019917299
778,778,46.0738639831543,11.12216091156006,,parking,ab_18094,'P2 - Garage Centro Europa',,500,,,1848898567,cp_2862480649
779,779,46.06317138671875,11.118946075439451,,parking,ab_89183,,,,,,1857710267,cp_1190379827
780,780,46.08583450317383,11.15981388092041,,viewpoint,ab_78965,,,,,,1869952914,cp_8281201499
781,781,46.08589172363281,11.159381866455078,,cafe,ab_29791,,,,,,1869952921,cp_8037076776
782,782,46.08650588989258,11.159820556640623,,playground,ab_47649,,,,,,1869953017,cp_4546340379
783,783,46.0664291381836,11.075766563415527,,parking,ab_17176,,,,,,1874998415,cp_4849493239
784,784,46.0692138671875,11.077473640441896,,picnic_site,ab_64150,,,,,,1874998522,cp_3770877878
785,785,46.02326965332031,11.037775039672852,,restaurant,ab_99279,'Rifugio Viote',,,,,1886935426,cp_5031919248
786,786,46.03932571411133,11.058019638061523,,restaurant,ab_70169,,,,regional;pizza,,1889737945,cp_5956304059
787,787,46.08052444458008,11.11658763885498,,cafe,ab_31385,'Bar Ok',,,,,1893051282,cp_8601393096
788,788,46.00547790527344,11.126795768737791,"Mo-Sa 12:00-14:00, 19:00-23:00; Th Off; Su 19:00-23:00",restaurant,ab_4719,'Antica Stella',,,steak_house;burger;pizza;cotoletteria,,1905543727,cp_5997650599
789,789,46.01203155517578,11.09699821472168,,information,ab_99687,'Guardadocio',,,,,1916260178,cp_5128779308
790,790,46.01218795776367,11.096954345703123,,information,ab_7886,'Guardadocio',,,,,1916703743,cp_8278614485
791,791,46.05346298217773,11.12958812713623,,parking,ab_84549,,,,,,1934061250,cp_1112528401
792,792,46.00366973876953,11.031869888305664,,information,ab_17041,,,,,yes,1975764362,cp_1274209542
793,793,46.103294372558594,11.097098350524902,,restaurant,ab_15719,'Terminal Ro.La.',,,,,1979796467,cp_4557167866
794,794,46.04060363769531,11.13132667541504,,parking,ab_17384,,,4,,,1985073011,cp_3906782966
795,795,46.07088470458984,11.112497329711914,,restaurant,ab_51707,'Il Libertino',,,,,1998966136,cp_2937416821
796,796,46.071022033691406,11.112804412841797,,restaurant,ab_47860,'Trattoria Piedicastello',,,regional,,1998966141,cp_8131978239
797,797,46.064483642578125,11.153852462768556,,theatre,ab_91454,'Teatro Concordia',,,,,1999372436,cp_7836030837
798,798,46.06235504150391,11.154901504516602,,parking,ab_84605,,,,,,1999373823,cp_6540156708
799,799,46.050743103027344,11.121953964233398,,sports_centre,ab_66922,,,,,,2050713179,cp_3638611843
800,800,46.09447860717773,11.119019508361816,,parking,ab_39580,,,,,,2060457732,cp_8839401744
801,801,46.09451675415039,11.119699478149414,,parking,ab_9980,,,,,,2060457735,cp_3990597665
802,802,46.08095169067383,11.0432710647583,,restaurant,ab_62975,'Trattoria La Sosta',,,pizza;regional,,2084835952,cp_1785634470
803,803,46.0816764831543,11.046643257141112,,playground,ab_94106,,,,,,2084836472,cp_8394520678
804,804,46.09233093261719,11.11766529083252,,parking,ab_22929,,,,,,2096805946,cp_1486846324
805,805,46.0672492980957,11.165337562561035,,information,ab_67824,'Borino',,,,yes,2111257347,cp_2539612384
806,806,46.0438117980957,11.177621841430664,,information,ab_19711,,,,,,2111257356,cp_7433630414
807,807,46.05172729492188,11.184127807617188,,picnic_site,ab_14461,,,,,,2111257359,cp_9461123107
808,808,46.05881118774414,11.185693740844728,,information,ab_44293,,,,,yes,2111257414,cp_1149952030
809,809,46.05926132202149,11.185985565185549,,information,ab_57106,,,,,yes,2111257419,cp_1014802656
810,810,46.05941390991211,11.185978889465332,,information,ab_23498,,,,,yes,2111257425,cp_2658306950
811,811,46.06022262573242,11.185117721557615,,information,ab_6722,,,,,yes,2111257441,cp_7285734310
812,812,46.06295776367188,11.18526840209961,,information,ab_21300,,,,,yes,2111257461,cp_7876094290
813,813,46.06331253051758,11.182977676391602,,information,ab_27726,,,,,yes,2111257477,cp_6026486999
814,814,46.06386566162109,11.18463897705078,,information,ab_55527,,,,,yes,2111257504,cp_6084929151
815,815,46.0667610168457,11.17502498626709,,information,ab_59596,,,,,yes,2111257518,cp_7206440341
816,816,46.067832946777344,11.16773796081543,,information,ab_5156,,,,,yes,2111257522,cp_8697867580
817,817,46.00173568725586,11.124411582946776,,restaurant,ab_76427,'Mensa Risto 3',,,,,2119128327,cp_2799515622
818,818,46.004390716552734,11.132240295410156,,guest_house,ab_94589,'La decima',,,,,2119128369,cp_8683822570
819,819,46.05751037597656,11.132257461547852,,cafe,ab_78498,'27 bar',,,,,2150444589,cp_5713686141
820,820,46.07276153564453,11.122777938842772,,guest_house,ab_3334,'Bed & Breakfast Nettuno',,,,,2195327578,cp_9074892909
821,821,46.069583892822266,11.119420051574709,,guest_house,ab_1775,'B&B Eden',,,,,2195683493,cp_9084259504
822,822,46.05818176269531,11.132852554321287,,cafe,ab_74974,'Minibar',,,,,2197903913,cp_9286347187
823,823,46.04804992675781,11.12781047821045,,parking,ab_33213,,,,,,2235776606,cp_7754827608
824,824,46.05020904541016,11.13546657562256,,parking,ab_31860,,,,,,2238537144,cp_1514054797
825,825,46.09065628051758,11.113739013671877,,parking,ab_22688,,,,,,2239834907,cp_4985707612
826,826,46.025169372558594,11.111445426940918,,parking,ab_77628,,,,,,2245129113,cp_6230657145
827,827,46.025299072265625,11.110929489135742,,parking,ab_24576,,,,,,2245129114,cp_3933333641
828,828,46.03643035888672,11.110905647277832,,playground,ab_55810,,,,,,2245129478,cp_6999029389
829,829,46.03823852539063,11.123106002807615,Mo-Su 06:00-19:00,cafe,ab_5904,'Eni Bar',,,,,2250996518,cp_7615440294
830,830,46.07338333129883,11.11755657196045,,parking,ab_44833,,,,,,2275120557,cp_5659696185
831,831,46.08629608154297,11.132646560668944,,pitch,ab_74504,,soccer,,,,2301965189,cp_5537100339
832,832,46.10372924804688,11.108449935913086,,cafe,ab_61719,'Bar Sorriso',,,,,2311431854,cp_7398367541
833,833,46.0561752319336,11.121225357055664,,cafe,ab_20440,'Blue Angel',,,,,2314952904,cp_6283404024
834,834,46.056243896484375,11.122551918029783,,cafe,ab_41511,'Girasole',,,,,2344162329,cp_6826362202
835,835,46.02046203613281,11.042189598083496,,information,ab_6234,,,,,yes,2345342898,cp_1161658039
836,836,46.10651779174805,11.108569145202637,,restaurant,ab_20597,'Capitol 2',,,pizza;regional,,2351214881,cp_3753024991
837,837,46.10601425170898,11.108220100402832,,cafe,ab_88216,,,,,,2351214905,cp_5415037407
838,838,46.07576751708984,11.125042915344238,,guest_house,ab_43366,'B&B La Malvasia',,,,,2365638497,cp_5494139545
839,839,46.073036193847656,11.125323295593262,,social_facility,ab_4638,'HandyCrea',,,,,2366103945,cp_3696078587
840,840,46.03717422485352,11.107640266418455,,cafe,ab_84662,'Agorà',,,,,2367807122,cp_6394472375
841,841,46.06690979003906,11.117198944091797,"Mo-Fr 11:45-14:30, 18:45-20:30",food_court,ab_74801,'Mensa Tommaso Gar',,,,,2375029012,cp_5058744600
842,842,46.07670593261719,11.119242668151855,,cafe,ab_40889,'Bottega del Caffè Dersut',,,,,2383255946,cp_2184245185
843,843,46.07139205932617,11.11086654663086,,viewpoint,ab_50504,,,,,,2384408131,cp_5163827313
844,844,46.07140350341797,11.111339569091797,,viewpoint,ab_50276,,,,,,2384411130,cp_9932101207
845,845,46.07268142700195,11.112348556518556,,picnic_table,ab_1240,,,,,,2384491343,cp_1067759702
846,846,46.07291030883789,11.11174774169922,,picnic_table,ab_25522,,,,,,2384492602,cp_9367041771
847,847,46.07265090942383,11.113250732421877,,picnic_table,ab_46632,,,,,,2384497812,cp_5248817116
848,848,46.07242584228516,11.11314296722412,,picnic_table,ab_7414,,,,,,2384502484,cp_1334513570
849,849,46.04761505126953,11.131760597229004,,picnic_table,ab_82285,,,,,,2387139121,cp_3245575688
850,850,46.11165618896485,11.07750415802002,,information,ab_67129,,,,,yes,2387785815,cp_5771340853
851,851,46.10321044921875,11.0784273147583,,picnic_site,ab_65531,,,,,,2390829950,cp_6156231740
852,852,46.085899353027344,11.065659523010254,,parking,ab_62107,,,3,,,2390850736,cp_2147147165
853,853,46.08827209472656,11.065796852111816,,parking,ab_71072,,,15,,,2390854076,cp_9321242949
854,854,46.0865478515625,11.063803672790527,,parking,ab_24486,,,,,,2390855639,cp_2031581862
855,855,46.08761596679688,11.065926551818848,,playground,ab_68986,"""Giardino dalle Mele d'Oro""",,,,,2390868406,cp_6507911739
856,856,46.050174713134766,11.18621063232422,,viewpoint,ab_87939,,,,,,2391542738,cp_1872709961
857,857,46.04328536987305,11.187814712524414,,viewpoint,ab_98879,,,,,,2391566411,cp_7040609548
858,858,46.06220626831055,11.114761352539062,"Tu-Su 07:00-20:30, Mo 07:00-15:00",restaurant,ab_98436,'Le Albere Cafè',,,,,2397156968,cp_8172403540
859,859,46.07124328613281,11.14111328125,,pitch,ab_69388,,table_tennis,,,,2400836727,cp_8503646010
860,860,46.06095123291016,11.113750457763672,,playground,ab_88509,,,,,,2400890791,cp_6074404655
861,861,46.062965393066406,11.1131591796875,,artwork,ab_15210,,,,,,2400890803,cp_7995587578
862,862,46.0607795715332,11.113130569458008,,playground,ab_3805,,,,,,2401283352,cp_2848729451
863,863,46.06658935546875,11.150213241577148,Mo-Fr 08:00-16:00,cafe,ab_2209,'Bar Povo 1',,,coffee_shop;burger,,2411091303,cp_5120999087
864,864,46.06794738769531,11.15111255645752,Mo-Fr 08:00-16:00,cafe,ab_82779,'bar FBK',,," vegetarian, vegan",,2411091439,cp_5379223275
865,865,46.05804443359375,11.184768676757812,,viewpoint,ab_50009,,,,,,2412292759,cp_7780757432
866,866,46.05401611328125,11.18204402923584,,information,ab_89182,,,,,,2412292760,cp_9460160207
867,867,46.05101776123047,11.185383796691896,,picnic_table,ab_73103,,,,,,2412292761,cp_3362623020
868,868,46.1031494140625,11.07860279083252,,information,ab_45669,,,,,yes,2414708798,cp_2955532766
869,869,46.07955551147461,11.030521392822266,,information,ab_79734,,,,,yes,2414725163,cp_8200029142
870,870,46.06486129760742,11.113981246948242,,cafe,ab_69107,'Bar Stadio',,,,,2437097540,cp_9196853110
871,871,46.06507110595703,11.114215850830078,,dance,ab_78876,'Scuola di Ballo',,,,,2467486946,cp_6555658560
872,872,46.06743240356445,11.117843627929688,"Mo-Fr 07:30-21:00; Sa 07:30-14:30,17:00-21:00",cafe,ab_83154,'Magna Laude',,,,,2472335028,cp_1855239272
873,873,46.07487487792969,11.11469268798828,,picnic_site,ab_85170,,,,,,2491641319,cp_7015541493
874,874,46.07500457763672,11.11478328704834,,playground,ab_30898,'giardino Caio Valerio Mariano',,,,,2491641322,cp_3461302964
875,875,46.01775741577149,11.105284690856934,,playground,ab_62985,,,,,,2504247000,cp_5178403769
876,876,46.07498550415039,11.114720344543455,,picnic_site,ab_52968,,,,,,2514024068,cp_1779913986
877,877,46.093238830566406,11.117816925048828,,fitness_centre,ab_41057,'Max Village Wellness Club',,,,,2540969155,cp_8379160677
878,878,46.08382034301758,11.098615646362305,"Mo Off; Tu-Sa 12:00-14:00, 19:00-22:00; Su 12:00-14:00",restaurant,ab_79818,'Maso Finisterre',,,regional,,2556841544,cp_5955891359
879,879,46.05978775024414,11.11571979522705,,fitness_centre,ab_96312,"""Palestra Defant's Club""",fitness,,,,2562276626,cp_9677322272
880,880,46.09245681762695,11.132917404174805,,playground,ab_29088,,,,,,2565505937,cp_3968091561
881,881,46.06742477416992,11.128565788269045,,government,ab_48238,'Agenzia Provinciale Coesione Sociale Famiglia e Natalità',,,,,2574702063,cp_6870397840
882,882,46.062198638916016,11.115260124206545,,restaurant,ab_12466,"""Shi's""",,,japanese,,2578549625,cp_7615571317
883,883,46.01733016967773,11.047139167785645,,parking,ab_86438,,,,,,2581639835,cp_3772004255
884,884,46.01735305786133,11.04669952392578,,parking,ab_98988,,,,,,2581639836,cp_7928234859
885,885,46.088523864746094,11.11758041381836,"Mo-Su 11:30-14:30,18:30-23:30",restaurant,ab_89709,'Wok For You',,,chinese;japanese;sushi,,2589666378,cp_3699240698
886,886,46.131778717041016,11.139421463012695,"Mo,Tu off; We-Fr 18:30-23:00; Sa 12:00-15:30,18:30-23:00; Th 12:00-15:30",restaurant,ab_80762,'Agritur alle Gorghe',,50,"'regional', gluten free.",,2621304850,cp_8067251565
887,887,46.0751838684082,11.124937057495115,"Tu-Sa 12:00-15:00,18:30-23:00; Su 18:30-23:00",restaurant,ab_21200,'Zushi',,,"'japanese', vegetarian, vegan",,2637298757,cp_2071192787
888,888,46.06011199951172,11.115192413330078,,apartment,ab_47311,'Komodo',,,,,2657746429,cp_8151444382
889,889,46.06294631958008,11.113784790039062,,artwork,ab_82497,,,,,,2665784876,cp_9911695669
890,890,46.071563720703125,11.124876022338867,,restaurant,ab_42605,'Locanda Le Due Travi',,,italian,,2673313358,cp_6752088223
891,891,46.121238708496094,11.0930814743042,,cafe,ab_74302,,,,,,2700342055,cp_2510987023
892,892,46.0688362121582,11.128758430480955,"Mo-Fr 11:00-15:00,19:00-21:00",pub,ab_77120,'Il Circolino',,,,,2706066321,cp_6223241948
893,893,46.0667724609375,11.123022079467772,,university,ab_59519,'Rettorato - Università di Trento',,,,,2776349948,cp_2011079684
894,894,46.065555572509766,11.102842330932615,,viewpoint,ab_36727,,,,,,2778193996,cp_3374029927
895,895,46.06358337402344,11.123066902160645,,parking,ab_80781,,,,,,2782160558,cp_2198246971
896,896,46.06079864501953,11.114091873168944,,playground,ab_94883,,,,,,2799567802,cp_9471425161
897,897,46.075340270996094,11.122142791748049,,social_centre,ab_94211,'Federazione Trentina della Cooperazione',,,,,2889265682,cp_4202602248
898,898,46.08853530883789,11.11030387878418,,parking,ab_26880,,,,,,2894406793,cp_4467007397
899,899,46.08819580078125,11.11769962310791,,cafe,ab_34745,'D&G Fashion Cafè',,,,,2903764668,cp_8693045209
900,900,46.06123733520508,11.12037181854248,,picnic_table,ab_2439,,,,,,2923372718,cp_9298367265
901,901,46.06118774414063,11.120111465454102,,picnic_table,ab_96159,,,,,,2929617013,cp_1404674067
902,902,46.051513671875,11.063709259033203,,information,ab_19094,,,,,,2935463647,cp_9166644189
903,903,46.06592559814453,11.184940338134766,,information,ab_49253,,,,,yes,2958652330,cp_2340816293
904,904,46.0648193359375,11.186760902404783,,information,ab_45567,,,,,,2958652331,cp_1889230297
905,905,46.06345748901367,11.188902854919434,,information,ab_34922,,,,,yes,2958652433,cp_6556893583
906,906,46.06380081176758,11.185613632202148,,information,ab_62195,,,,,yes,2958652435,cp_3913410282
907,907,46.05904006958008,11.175248146057127,,information,ab_30789,'Sason',,,,yes,2958727179,cp_8552215872
908,908,46.08558654785156,11.111074447631836,,parking,ab_58955,,,,,,2960191965,cp_2672080497
909,909,46.03514099121094,11.121789932250977,,artwork,ab_66205,'Tridentum 2011',,,,,2987426113,cp_6193182696
910,910,46.08831787109375,11.069657325744627,,parking,ab_32170,'Campo sportivo',,,,,2990436209,cp_7139399346
911,911,46.08633804321289,11.150398254394531,,viewpoint,ab_77484,,,,,,3045225201,cp_5003602962
912,912,46.09017181396485,11.084711074829102,,information,ab_92418,'Fuciliera austriaca',,,,,3060515098,cp_2042437315
913,913,46.07721710205078,11.119708061218262,,playground,ab_26084,,,,,,3089135849,cp_8211094636
914,914,46.01213073730469,11.139470100402832,,restaurant,ab_7599,'Ciccia & birra',,,,,3090950106,cp_8404457266
915,915,46.066497802734375,11.129504203796388,,social_club,ab_34551,'Lega Navale Italiana - Sezione di Trento',,,,,3096139555,cp_1010923126
916,916,46.0352668762207,11.12637710571289,24/7,cafe,ab_94323,'Al Marinaio',,,,,3101758141,cp_2750944818
917,917,46.03531265258789,11.126263618469238,24/7,restaurant,ab_6903,"""L'Altro""",,,italian,,3101758142,cp_2175823822
918,918,46.03535461425781,11.12647819519043,24/7,hotel,ab_29294,'Al Marinaio',,,,,3101758143,cp_9761465077
919,919,46.04098510742188,11.122756004333496,,sports_centre,ab_56245,'BLM Group Arena',volleyball;basketball,,,,3102593635,cp_3047855271
920,920,46.04170608520508,11.122796058654783,,sports_centre,ab_33648,'PalaGhiaccio',ice_hockey,,,,3102598241,cp_3513156646
921,921,46.05065536499024,11.12493896484375,We-Mo 18:00-23:59,restaurant,ab_31312,'Filippone',,,pizza,,3103277271,cp_5523662421
922,922,46.09162521362305,11.105279922485352,,cafe,ab_1074,'La Diversa',,,,,3103439229,cp_8332757943
923,923,46.06241989135742,11.126323699951172,,cafe,ab_42390,'Creme',,,,,3107513265,cp_5519259447
924,924,46.05113220214844,11.112383842468262,,hotel,ab_34926,'Sporting Trento',,,,,3110555132,cp_5900868201
925,925,46.058292388916016,11.122360229492188,,cafe,ab_69866,'Maly Bar',,,,,3123786458,cp_7322652622
926,926,46.04052734375,11.111617088317873,,cafe,ab_41848,'Blu Ice Café',,,,,3124560704,cp_3487479918
927,927,46.040626525878906,11.111592292785645,,restaurant,ab_25095,'Acqua Blu',,,,,3124738891,cp_8482636170
928,928,46.04049682617188,11.111786842346191,,sports_centre,ab_65482,'JutaSpa',,,,,3124738899,cp_9129090703
929,929,46.13298416137695,11.128921508789062,,parking,ab_24992,,,,,,3126990613,cp_7556222252
930,930,46.08859634399414,11.118780136108398,,parking,ab_1327,'Parcheggio IperPoli',,,,,3128124435,cp_8910375473
931,931,46.088470458984375,11.118122100830078,,parking,ab_56639,'Parcheggio Media World',,,,,3128124436,cp_9600536683
932,932,46.087059020996094,11.117365837097168,,parking,ab_6555,,,,,,3128244196,cp_9676983784
933,933,46.08772277832031,11.117000579833984,,parking,ab_4981,,,,,,3128250446,cp_6044365024
934,934,46.13808441162109,11.118797302246094,,cafe,ab_37402,,,,,,3134826456,cp_9806518036
935,935,46.076114654541016,11.109898567199709,Mo-Su 07:00-10:00; 17:00-20:00,cafe,ab_44763,'Area Zuffo 31',,,,,3136338268,cp_5054292073
936,936,46.06199645996094,11.127275466918944,Mo-Sa 06:30-19:30,cafe,ab_3658,'Red Dream Caffè',,,,,3153832735,cp_5582937859
937,937,46.06588745117188,11.154664039611816,,information,ab_77098,,,,,,3164233880,cp_7047267518
938,938,46.034610748291016,11.145315170288086,,guest_house,ab_2788,'Agritur Maso San Rocco',,,regional,,3179583778,cp_5134697481
939,939,46.06465911865234,11.127604484558104,,parking,ab_28256,'Parcheggio Mercatini Natale',,120,,,3215544835,cp_4006324380
940,940,46.069732666015625,11.120899200439451,"Mo-Su 08:30-12:30; Th 08:30-12:30,14:00-18:00",library,ab_42040,'Archivio Storico del Comune di Trento',,,,,3218898156,cp_4831375087
941,941,46.06972885131836,11.120868682861328,,cafe,ab_50862,'Bar Biblioteca',,,,,3218898157,cp_7695207493
942,942,46.06973648071289,11.120922088623049,Mo-Fr 08:30-19:30; Sa 08:30-18:30,library,ab_51729,'Biblioteca Comunale di Trento',,,,,3218898158,cp_3900044378
943,943,46.04956817626953,11.131400108337402,,pub,ab_35805,'Flambard Pub',,,,,3250914386,cp_3952835600
944,944,46.06488037109375,11.15342140197754,,library,ab_44755,'Biblioteca Povo',,,,,3292585477,cp_4814112249
945,945,46.05337142944336,11.13198947906494,,restaurant,ab_8973,'Pizza Planet',,,pizza,,3318400861,cp_2577337159
946,946,46.07387924194336,11.184228897094728,,information,ab_56434,,,,,,3323217898,cp_1831992997
947,947,46.074737548828125,11.175613403320312,,information,ab_13244,'Le fontane',,,,,3393492755,cp_6232711231
948,948,46.07764434814453,11.174344062805176,,information,ab_42095,'Le piazze',,,,,3393492756,cp_3310946641
949,949,46.08922576904297,11.066361427307127,,cafe,ab_32066,'SkylineBar',,,,,3405393607,cp_7721478478
950,950,46.07453536987305,11.107383728027344,,parking,ab_30231,,,2,,,3439858891,cp_3462886155
951,951,46.06487655639648,11.123387336730955,,cafe,ab_62228,'Nero',,,,,3461721719,cp_3334893487
952,952,46.02056884765625,11.127039909362791,,restaurant,ab_3417,'Galloway',,,italian,,3475056739,cp_5195901905
953,953,46.10044097900391,11.148808479309082,,information,ab_9031,'Forte Casara',,,,,3478614142,cp_2072679795
954,954,46.04457092285156,11.120880126953123,,restaurant,ab_81596,'Ristorante Lo Scoglio',,,,,3488750202,cp_2419507344
955,955,46.09432601928711,11.12014102935791,,industrial,ab_39088,'Nova Neon S.r.l.',,,,,3524065664,cp_6378285226
956,956,46.082767486572266,11.120756149291992,,restaurant,ab_56368,'Shushika',,,japanese,,3693890436,cp_9484332067
957,957,46.11806869506836,11.097190856933594,"Mo-Su 11:30-15:00,18:30-23:30",restaurant,ab_41182,'New Young',,,chinese,,3714819729,cp_2818091829
958,958,46.06013107299805,11.11494255065918,,restaurant,ab_89789,'Old Wild West',,,american,,3737813836,cp_2468703284
959,959,46.088985443115234,11.120935440063477,Mo-Sa 07:30-14:30; 18:00-22:00,restaurant,ab_62726,'VeggyDays',,," vegetarian, vegan",,3755956939,cp_8919016100
960,960,46.08819580078125,11.065484046936035,,restaurant,ab_89739,'Stube del Galletto',,,,,3779740709,cp_3858934495
961,961,46.01093673706055,11.138998985290527,,parking,ab_32488,,,,,,3803732658,cp_4332250400
962,962,46.011531829833984,11.13955783843994,,restaurant,ab_84227,'Villa Bertagnolli',,,italian,,3803736242,cp_5991912040
963,963,46.07978820800781,11.125317573547363,,guest_house,ab_92052,'B&B Il Giardino',,,,,3817179746,cp_9478813196
964,964,46.05484771728516,11.119958877563477,,playground,ab_42671,,,,,,3819795139,cp_8949744501
965,965,46.07000350952149,11.183344841003418,,parking,ab_41961,,,,,,3819819520,cp_8158809926
966,966,46.1046028137207,11.110772132873535,,playground,ab_36791,"""giardino dell'Arcobaleno""",,,,,3819828727,cp_1797173826
967,967,46.13307189941406,11.135144233703612,,parking,ab_3455,,,,,,3819830408,cp_5376061522
968,968,46.05984878540039,11.11985206604004,,restaurant,ab_74452,'Mister Pizza Caffè',,,,,3833840613,cp_4494791732
969,969,46.0776252746582,11.116239547729492,,restaurant,ab_89494,'Golden India',,,indian,,3849792216,cp_5727963529
970,970,46.06689834594727,11.125922203063965,Mo-Fr 07:00-21:00; Sa 09:00-22:00; Su 15:00-22:00,cafe,ab_38359,'Italiana caffè',,," vegetarian, vegan",,3885819452,cp_7892159023
971,971,46.049583435058594,11.084823608398438,,parking,ab_19549,,,,,,3900166818,cp_4683047384
972,972,46.09172058105469,11.112157821655272,,nightclub,ab_97068,'Arté',,,,,3919324234,cp_8862459693
973,973,46.094974517822266,11.109582901000977,,nightclub,ab_61524,'Elysee Club',,,,,3919324235,cp_2432948056
974,974,46.02861022949219,11.164822578430176,,parking,ab_84485,,,,,,3927713364,cp_7907353171
975,975,46.08504867553711,11.15877914428711,,pitch,ab_43784,,soccer,,,,3957788389,cp_4697360323
976,976,46.07208633422852,11.162325859069824,,picnic_site,ab_9172,,,,,,3964903898,cp_6895779442
977,977,46.04425430297852,11.092093467712402,,information,ab_5486,'Bocca del Lupo',,,,,4169713889,cp_4161275852
978,978,46.04228973388672,11.093304634094238,,viewpoint,ab_37134,,,,,,4169761886,cp_2392685498
979,979,46.06489944458008,11.158947944641112,,playground,ab_2490,,,,,,4179375532,cp_3812592113
980,980,46.065277099609375,11.159213066101074,,playground,ab_89080,,,,,,4179375579,cp_1740649433
981,981,46.10026931762695,11.110471725463867,,adult_gaming_centre,ab_20203,'Admiral Club',,,,,4196687897,cp_8396409991
982,982,46.086551666259766,11.1185941696167,,restaurant,ab_87668,'Zavi Restaurant',,,indian;pizza,,4213004875,cp_6484853730
983,983,46.06646728515625,11.153356552124023,,guest_house,ab_56190,'B&B Le Ziette',,,,,4215472115,cp_8664559167
984,984,45.99001693725586,11.137432098388672,,information,ab_94685,,,,,,4226893312,cp_9217844544
985,985,46.03531646728516,11.12657070159912,"Mo-Su,PH 00:00-24:00",restaurant,ab_25098,'Self Isotta',,,,,4233651058,cp_5695490508
986,986,46.071414947509766,11.13350772857666,,viewpoint,ab_26311,'Belvedere di Villa S.Ignazio',,,,,4246462921,cp_3664546458
987,987,46.06663131713867,11.121655464172363,,artwork,ab_23914,,,,,,4249490254,cp_7132420184
988,988,46.11077117919922,11.09142017364502,,information,ab_62977,'Centro Servizi A22',,,,,4290152712,cp_1784370795
989,989,46.01640701293945,11.047614097595217,,parking,ab_58882,,,,,,4353884048,cp_8029761378
990,990,46.06126022338867,11.08181095123291,,viewpoint,ab_56325,,,,,,4370204725,cp_2243480636
991,991,46.05064392089844,11.083694458007812,,information,ab_1901,'Corno',,,,,4377871363,cp_9000412677
992,992,46.04747772216797,11.08777141571045,,information,ab_87017,'Prà del Sarcio',,,,,4377916626,cp_3462800627
993,993,46.06085205078125,11.092170715332031,,information,ab_47540,,,,,,4377918570,cp_9406406712
994,994,46.04679870605469,11.087902069091797,,viewpoint,ab_44363,,,,,,4377918819,cp_3889495370
995,995,46.05763626098633,11.08372688293457,,information,ab_52717,'Coel',,,,,4377924416,cp_2621753614
996,996,46.05232620239258,11.075597763061523,,information,ab_61205,,,,,,4377933517,cp_1333840557
997,997,46.048805236816406,11.08494472503662,,information,ab_38686,,,,,,4377933650,cp_8892651719
998,998,46.05115509033203,11.083697319030762,,information,ab_46986,,,,,,4377934155,cp_8099250106
999,999,46.09822463989258,11.11618709564209,,restaurant,ab_85682,"""L'Anfora""",,,fish;pizza;regional,,4379398022,cp_9775322154
1000,1000,46.09203720092773,11.086318969726562,,viewpoint,ab_82573,,,,,,4387422692,cp_3496611356
1001,1001,46.09247589111328,11.086392402648926,,information,ab_14037,,,,,,4387422693,cp_6194362541
1002,1002,46.095027923583984,11.086674690246582,,information,ab_73360,,,,,,4387431729,cp_5409629816
